word	completeness_level	documents_info
a-ra-ko	COMPLETE	[(2673, True), (2779, True), (3079, True), (3236, True)]
a-ra-ko-qe	COMPLETE	[(700, True)]
a-ra-na-ro	COMPLETE	[(2677, True)]
a-ra-ro-mo-te-me-na	COMPLETE	[(452, True), (453, True), (454, True), (455, True), (456, True), (458, True), (459, True), (461, True), (462, True), (465, True), (466, True), (467, True), (524, True)]
a-ra-ro-mo-te-me-no	COMPLETE	[(451, True)]
a-ra-ro-mo-to-me-na	INCOMPLETE	[(463, False)]
a-ra-ru-ja	MOSTLY_COMPLETE	[(451, False), (453, True), (455, True), (461, True), (465, True), (467, False)]
a-ra-ru-wo-a	COMPLETE	[(251, True), (252, True), (253, True), (255, True), (258, True), (260, True), (262, True), (263, True), (264, True), (265, True)]
a-ra-ru-wo-ja	INCOMPLETE	[(458, False)]
a-ra-si-jo	COMPLETE	[(1242, True), (3265, True), (3962, True)]
a-ra-te-ja-o	COMPLETE	[(4646, True)]
a-ra-wo	INCOMPLETE	[(5721, False)]
a-re	MOSTLY_INCOMPLETE	[(1039, False), (1143, False), (1305, False), (4093, True), (4486, True), (4766, False)]
a-re-i	INCOMPLETE	[(871, False)]
a-re-i-jo	COMPLETE	[(4456, True), (4725, True)]
a-re-ja	COMPLETE	[(5357, True)]
a-re-jo	INCOMPLETE	[(841, False)]
a-re-ka-sa-da-ra-ka	COMPLETE	[(2382, True)]
a-re-ka-tu-ru-wo	COMPLETE	[(316, True)]
a-re-ke-se	INCOMPLETE	[(2329, False)]
a-re-ke-se-u	COMPLETE	[(2950, True)]
a-re-ki-si-to	COMPLETE	[(565, True), (5413, True)]
a-re-ki-si-to-jo	COMPLETE	[(498, True), (556, True)]
a-re-ko-to-re	COMPLETE	[(2835, True)]
a-re-ku-tu-ru-no-ne	COMPLETE	[(4966, True)]
a-re-ku-tu-ru-wo	COMPLETE	[(4724, True), (4967, True)]
a-re-ku-tu-ru-wo-no	COMPLETE	[(4961, True)]
a-re-me-ne	COMPLETE	[(5645, True)]
a-re-pa-te	COMPLETE	[(5379, True)]
a-re-pa-zo-o	COMPLETE	[(5378, True), (5379, True)]
a-re-po-zo-o	COMPLETE	[(4831, True), (4836, True), (4980, True)]
a-re-ro	COMPLETE	[(5385, True)]
a-re-sa-ni-e	COMPLETE	[(4729, True)]
a-re-se	INCOMPLETE	[(971, False)]
a-re-se-si	COMPLETE	[(5372, True)]
a-re-su-ti-jo	COMPLETE	[(2317, True)]
a-re-ta-to	COMPLETE	[(452, True)]
a-re-ta-wo	INCOMPLETE	[(2676, False)]
a-re-te-re-u	INCOMPLETE	[(2685, False)]
a-re-to-to	COMPLETE	[(5327, True)]
a-re-tya	COMPLETE	[(1357, True), (3270, True)]
a-re-u-ke	INCOMPLETE	[(969, False)]
a-re-wo	COMPLETE	[(4714, True)]
a-re-zo-me-ne	COMPLETE	[(5642, True), (5644, True)]
a-ri	INCOMPLETE	[(5407, False), (5428, False)]
a-ri-ja-to	COMPLETE	[(4729, True)]
a-ri-ja-wo	COMPLETE	[(631, True)]
a-ri-ja-wo-ne	COMPLETE	[(3987, True)]
a-ri-ke-u	COMPLETE	[(2511, True)]
a-ri-ko	COMPLETE	[(2989, True)]
a-ri-qa	COMPLETE	[(5073, True)]
a-ri-qo	COMPLETE	[(4728, True)]
a-ri-we-we	INCOMPLETE	[(1001, False), (3901, False)]
a-ri-wo	COMPLETE	[(4774, True), (5091, True)]
a-ri-wo-ne	COMPLETE	[(4750, True)]
a-ro	INCOMPLETE	[(5082, False)]
a-ro-do-ro-o	COMPLETE	[(4106, True)]
a-ro-ja	UNCERTAIN	[(3873, False), (4986, True)]
a-ro-je-u	COMPLETE	[(5260, True)]
a-ro-ka	COMPLETE	[(5392, True)]
a-ro-mo	INCOMPLETE	[(2330, False)]
a-ro-mo-te-me-na	COMPLETE	[(464, True)]
a-ro-pa	COMPLETE	[(5026, True), (5042, True), (5050, True)]
a-ro-po	COMPLETE	[(4706, True)]
a-ro-ta	INCOMPLETE	[(5081, False), (5084, False)]
a-ro-te	COMPLETE	[(5078, True)]
a-ro-u-ra	COMPLETE	[(4957, True)]
a-ro-we	COMPLETE	[(1204, True), (4232, True)]
a-ro-wo	COMPLETE	[(5408, True)]
a-ro-wo-ta	COMPLETE	[(830, True)]
a-ro-za	UNCERTAIN	[(4315, True)]
a-ro-zo	UNCERTAIN	[(4365, False), (4390, True)]
a-ryo-a	COMPLETE	[(562, True), (1210, True), (4276, True), (4316, True), (4425, True), (4426, True), (4433, True)]
a-ryo-e	UNCERTAIN	[(4288, False), (4343, True)]
a-ryo-jo	COMPLETE	[(559, True)]
a-sa-ma-o	COMPLETE	[(4783, True)]
a-sa-ma-to	COMPLETE	[(5309, True)]
a-sa-mi	INCOMPLETE	[(1215, False)]
a-sa-mi-to	COMPLETE	[(906, True)]
a-sa-pi	COMPLETE	[(5199, True)]
a-sa-ro	COMPLETE	[(2667, True)]
a-sa-ti-ja	COMPLETE	[(5143, True)]
a-se-e	COMPLETE	[(4696, True), (4731, True)]
a-si-ja-ti-ja	COMPLETE	[(4681, True), (4747, True), (4754, True), (4781, True), (5071, True), (5072, True), (5264, True), (5365, True)]
a-si-to-po-qo	COMPLETE	[(4855, True), (4951, True)]
a-si-wi-ja	COMPLETE	[(5011, True)]
a-si-wi-jo	COMPLETE	[(2318, True), (2320, True), (3272, True), (4755, True), (4956, True)]
a-so-na	COMPLETE	[(4703, True)]
a-so-qi-je-ja	COMPLETE	[(4668, True)]
a-so-qi-jo	COMPLETE	[(2711, True)]
a-so-ta-o	COMPLETE	[(4776, True)]
a-ta-ma-ne-u	COMPLETE	[(4774, True)]
a-ta-ma-ne-we	COMPLETE	[(4750, True)]
a-ta-ma-no-we	INCOMPLETE	[(2450, False)]
a-ta-ma-ta	COMPLETE	[(2707, True)]
a-ta-na-po-ti-ni-ja	COMPLETE	[(658, True)]
a-ta-no	MOSTLY_COMPLETE	[(857, True), (2670, False), (2681, True)]
a-ta-no-re	COMPLETE	[(5410, True)]
a-ta-no-ro	COMPLETE	[(4984, True)]
a-ta-o	MOSTLY_COMPLETE	[(4714, True), (4987, True), (5062, True)]
a-ta-o-jo	COMPLETE	[(5407, True)]
a-ta-qe	COMPLETE	[(2669, True)]
a-ta-ra	COMPLETE	[(2374, True)]
a-ta-ra-qe	COMPLETE	[(2384, True)]
a-ta-ra-si-jo	MOSTLY_COMPLETE	[(5057, True), (5059, True), (5060, False), (5061, True), (5062, False), (5063, True), (5064, False), (5065, True), (5066, True), (5067, True), (5068, True), (5069, True), (5071, True), (5073, True), (5074, True), (5076, False)]
a-ta-ro	COMPLETE	[(4698, True), (4700, True)]
a-ta-ro-we	COMPLETE	[(4703, True)]
a-ta-ti-nu	COMPLETE	[(892, True), (3901, True)]
a-ta-tu-ro	COMPLETE	[(4760, True), (5062, True)]
a-ta-wo	COMPLETE	[(4705, True)]
a-ta-wo-ne	INCOMPLETE	[(1002, False)]
a-ta-wo-ne-jo	COMPLETE	[(4955, True)]
a-ta-ze-u	COMPLETE	[(2677, True)]
a-te-i-ja-ta	COMPLETE	[(3202, True), (3315, True)]
a-te-jo	COMPLETE	[(2891, True), (2998, True), (3101, True), (3151, True), (3152, True), (3165, True), (3235, True), (3236, True), (3247, True), (3582, True), (4505, True)]
a-te-mi-to	COMPLETE	[(4967, True)]
a-te-mo	COMPLETE	[(2681, True), (3150, True), (3250, True)]
a-te-ra-wo	COMPLETE	[(5286, True)]
a-te-re-e-te-jo	COMPLETE	[(5358, True)]
a-te-re-te-a	COMPLETE	[(555, True)]
a-te-re-wi-ja	COMPLETE	[(4566, True), (4730, True), (4748, True), (5103, True)]
a-te-u-ke	COMPLETE	[(668, True)]
a-te-we	COMPLETE	[(5358, True)]
a-te-we-i	INCOMPLETE	[(1735, False)]
a-te-wo-jo	COMPLETE	[(5322, True)]
a-ti	INCOMPLETE	[(1051, False), (2677, False), (4988, False), (5414, False)]
a-ti-ja	COMPLETE	[(2394, True)]
a-ti-ja-wo	COMPLETE	[(4724, True), (5074, True)]
a-ti-jo	UNCERTAIN	[(2677, True), (3611, False)]
a-ti-ka	COMPLETE	[(686, True)]
a-ti-ke-ne-ja	COMPLETE	[(2344, True)]
a-ti-mi-te	COMPLETE	[(5377, True)]
a-ti-pa-mo	COMPLETE	[(132, True), (5058, True), (5071, True)]
a-ti-ri-ja	INCOMPLETE	[(4677, False)]
a-ti-ro	COMPLETE	[(3579, True)]
a-ti-ro-qe	COMPLETE	[(4727, True)]
a-ti-ta	COMPLETE	[(5408, True)]
a-to	COMPLETE	[(2667, True)]
a-to-me-ja	COMPLETE	[(2654, True)]
a-to-mo	MOSTLY_COMPLETE	[(659, True), (2790, True), (4737, True), (5073, True), (5075, False), (5077, True)]
a-to-mo-na	COMPLETE	[(133, True), (142, True)]
a-to-po-qo	COMPLETE	[(2316, True), (4700, True), (4716, True), (4984, True)]
a-to-po-qo-i	INCOMPLETE	[(2349, False)]
a-to-ro-qo	COMPLETE	[(5356, True)]
a-to-wo	INCOMPLETE	[(2748, False)]
a-tu-ko	COMPLETE	[(3286, True), (4240, True), (4933, True), (4936, True), (4949, True), (5066, True), (5070, True), (5076, True)]
a-tu-qo-ta	COMPLETE	[(2707, True)]
a-tu-qo-te-ra-to	COMPLETE	[(697, True)]
a-u-qe	COMPLETE	[(452, True)]
a-u-ta-na	COMPLETE	[(72, True)]
a-wa	INCOMPLETE	[(1053, False), (2008, False)]
a-wa-ne-u	COMPLETE	[(5413, True)]
a-wa-ra-ka-na	COMPLETE	[(5391, True)]
a-wa-ra-ka-na-o	COMPLETE	[(5391, True)]
a-wa-si-ja	COMPLETE	[(4723, True)]
a-wa-so	COMPLETE	[(3055, True), (3083, True), (4484, True)]
a-wa-ta	COMPLETE	[(4714, True)]
a-wa-ti-ka-ra	COMPLETE	[(2646, True)]
a-we-ke-se-u	COMPLETE	[(4755, True), (4769, True), (5065, True)]
a-we-ke-se-we	COMPLETE	[(4750, True)]
a-we-u-pi	COMPLETE	[(4704, True)]
a-wi-je-mo	INCOMPLETE	[(1391, False)]
a-wi-to-do-to	COMPLETE	[(598, True)]
a-wo-i-jo	COMPLETE	[(3609, True), (4770, True)]
a-wo-ro	INCOMPLETE	[(2708, False)]
a-wo-ti-jo	COMPLETE	[(3177, True)]
a-ze-o	COMPLETE	[(3289, True)]
a-ze-ta	COMPLETE	[(3610, True)]
a-ze-ti-ri-ja	MOSTLY_COMPLETE	[(1418, False), (1714, True), (2301, True), (2655, True), (3871, True), (4464, True), (4467, True)]
a-ze-to	UNCERTAIN	[(1216, True), (1386, False)]
a-zo	INCOMPLETE	[(4766, False)]
ai	MOSTLY_INCOMPLETE	[(822, False), (2015, False), (2039, False), (2674, False), (2781, True), (3305, False), (3714, False), (3776, False), (4995, False)]
ai-ai-ta	INCOMPLETE	[(5630, False)]
ai-du-ro	INCOMPLETE	[(2754, False)]
ai-du-wo-na	COMPLETE	[(2656, True)]
ai-ka-na-jo	COMPLETE	[(5389, True)]
ai-ka-ra	COMPLETE	[(4274, True)]
ai-ka-sa-ma	COMPLETE	[(5072, True)]
ai-ke-ta	COMPLETE	[(3560, True)]
ai-ke-u	COMPLETE	[(5344, True)]
ai-ke-wa-ta	COMPLETE	[(3019, True)]
ai-ke-wa-to	COMPLETE	[(3094, True), (3565, True)]
ai-ki	INCOMPLETE	[(4723, False)]
ai-ki-de-ja	COMPLETE	[(5200, True)]
ai-ki-e-we	COMPLETE	[(5410, True)]
ai-ki-e-wo	COMPLETE	[(5065, True)]
ai-ki-ha-ri-jo	COMPLETE	[(4984, True), (4985, True)]
ai-ki-no-o	MOSTLY_COMPLETE	[(475, True), (481, True), (2022, False)]
ai-ki-pa-ta	COMPLETE	[(3941, True), (4679, True), (4683, True), (4686, True)]
ai-ki-po	COMPLETE	[(598, True)]
ai-ki-po-de	COMPLETE	[(5125, True)]
ai-ki-si-jo	COMPLETE	[(598, True)]
ai-ki-wa-ro	COMPLETE	[(4961, True), (4967, True), (4970, True)]
ai-ki-wa-to	COMPLETE	[(630, True)]
ai-ko-ta	COMPLETE	[(2677, True), (4726, True), (4738, True)]
ai-ku-pi-ti-jo	COMPLETE	[(3056, True)]
ai-ku-ta	INCOMPLETE	[(2862, False)]
ai-me-wa	UNCERTAIN	[(5116, False), (5413, True)]
ai-mi	INCOMPLETE	[(4077, False)]
ai-mi-re-we	COMPLETE	[(3455, True), (3456, True), (3457, True), (3458, True), (3459, True), (3460, True), (3461, True), (3462, True), (3468, True), (3469, True)]
ai-ni-jo	COMPLETE	[(2678, True)]
ai-nu-me-no	COMPLETE	[(4710, True)]
ai-pu-ke-ne-ja	COMPLETE	[(4985, True)]
ai-rya	INCOMPLETE	[(2398, False)]
ai-sa	INCOMPLETE	[(5397, False)]
ai-se-wa	INCOMPLETE	[(4723, False)]
ai-se-we	COMPLETE	[(4785, True)]
ai-so-ni-jo	COMPLETE	[(2315, True), (2380, True), (4710, True), (5057, True), (5069, True)]
ai-ta	INCOMPLETE	[(2449, False)]
ai-ta-jo	COMPLETE	[(4134, True)]
ai-ta-re-u-si	COMPLETE	[(4726, True)]
ai-ta-ro	COMPLETE	[(5061, True)]
ai-ta-ro-we	COMPLETE	[(2963, True), (4755, True), (4758, True)]
ai-te	COMPLETE	[(5394, True)]
ai-te-re	COMPLETE	[(2700, True)]
ai-ti-jo-qe	COMPLETE	[(4938, True)]
ai-ti-jo-qo	MOSTLY_COMPLETE	[(4851, True), (4885, True), (4931, True), (4938, False), (4949, True)]
ai-ti-nu	INCOMPLETE	[(1694, False)]
ai-to	COMPLETE	[(3040, True)]
ai-tu-ti-ja	INCOMPLETE	[(4320, False)]
ai-wa	COMPLETE	[(2789, True)]
ai-wa-ja	COMPLETE	[(4931, True), (4935, True)]
ai-wa-ta	COMPLETE	[(870, True)]
ai-wa-to	COMPLETE	[(2677, True)]
ai-wi-jo	COMPLETE	[(5204, True)]
ai-wo-di-jo-no	COMPLETE	[(5440, True)]
ai-wo-re-u	INCOMPLETE	[(765, False)]
ai-wo-ro	UNCERTAIN	[(2846, True), (2857, False)]
ai-wo-ro-qe	COMPLETE	[(2848, True), (2858, True)]
ai-za	COMPLETE	[(5372, True)]
ai-ze	INCOMPLETE	[(2048, False)]
ai-zo-ro-qe	COMPLETE	[(2853, True), (2854, True)]
ai-zo-wo	INCOMPLETE	[(4766, False)]
au	MOSTLY_INCOMPLETE	[(1336, False), (2557, True), (3766, False)]
au-ai-ta	COMPLETE	[(2796, True)]
au-de-pi	MOSTLY_COMPLETE	[(5345, True), (5346, True), (5347, False), (5349, True), (5355, True)]
au-de-we-sa-qe	COMPLETE	[(5348, True)]
au-ja-to	COMPLETE	[(2316, True)]
au-ke-i-ja-te-we	MOSTLY_COMPLETE	[(4732, False), (5372, True)]
au-ke-i-ja-te-wo	COMPLETE	[(4984, True)]
au-ke-wa	COMPLETE	[(4705, True), (5077, True), (5350, True)]
au-ri-jo	MOSTLY_COMPLETE	[(2671, True), (2932, True), (2941, True), (3552, False)]
au-ri-mo-de	COMPLETE	[(4092, True)]
au-ro	COMPLETE	[(452, True)]
au-ta-mo	COMPLETE	[(5066, True), (5070, True)]
au-te	COMPLETE	[(5348, True)]
au-te-ra	COMPLETE	[(2360, True)]
au-to	COMPLETE	[(2998, True)]
au-to-*34-ta-ra	COMPLETE	[(4986, True)]
au-to-a	INCOMPLETE	[(4778, False)]
au-to-ai-ta	COMPLETE	[(2851, True)]
au-to-ha-ta	COMPLETE	[(4757, True)]
au-to-jo	COMPLETE	[(4851, True)]
au-tya	COMPLETE	[(3065, True)]
au-u-te	COMPLETE	[(135, True)]
au-wi-ja-to	COMPLETE	[(2318, True), (2320, True)]
da	MOSTLY_INCOMPLETE	[(676, False), (1137, False), (1167, False), (1664, False), (1710, False), (2010, False), (2258, False), (2333, False), (2653, False), (3308, False), (3378, False), (3619, False), (3691, False), (3742, False), (4479, True), (5686, False)]
da-*22	INCOMPLETE	[(1395, False)]
da-*22-ti	INCOMPLETE	[(739, False), (1318, False), (2009, False), (4453, False)]
da-*22-ti-ja	COMPLETE	[(685, True), (691, True), (1714, True), (4123, True), (4423, True)]
da-*22-ti-jo	UNCERTAIN	[(3868, True), (4477, False)]
da-*22-to	MOSTLY_COMPLETE	[(625, True), (956, True), (1355, True), (2564, True), (2667, True), (2801, True), (2829, True), (2943, True), (2949, True), (2989, True), (3001, True), (3043, True), (3107, True), (3127, True), (3141, True), (3142, True), (3143, True), (3175, True), (3176, True), (3197, True), (3223, True), (3224, True), (3225, True), (3306, True), (3474, True), (3524, True), (3526, True), (3528, False), (3560, True), (3576, True), (3622, True), (3767, True), (3906, True), (4147, True), (4481, False), (5628, True)]
da-*22-to-qe	COMPLETE	[(1420, True)]
da-*83	INCOMPLETE	[(1378, False)]
da-*83-ja	COMPLETE	[(1223, True), (3550, True)]
da-*83-ja-de	COMPLETE	[(3958, True), (4056, True), (4100, True)]
da-*83-ja-i	INCOMPLETE	[(3869, False)]
da-*83-jo	COMPLETE	[(676, True), (860, True), (3157, True)]
da-da-re-jo-de	MOSTLY_COMPLETE	[(1209, False), (4088, True), (4096, True)]
da-i	INCOMPLETE	[(1100, False)]
da-i-ja-ke-re-u	COMPLETE	[(4738, True)]
da-i-mi-so	COMPLETE	[(3492, True)]
da-i-pi-ta	COMPLETE	[(2707, True)]
da-i-qo-ta	COMPLETE	[(2954, True)]
da-i-ra	COMPLETE	[(171, True), (676, True)]
da-i-ta-ra-ro	COMPLETE	[(3227, True)]
da-i-wo-wo	COMPLETE	[(695, True)]
da-i-ze-to	COMPLETE	[(2978, True)]
da-ja-ro	COMPLETE	[(3003, True), (3145, True)]
da-je	INCOMPLETE	[(5437, False)]
da-je-we	INCOMPLETE	[(5412, False)]
da-jo	INCOMPLETE	[(627, False), (3917, False)]
da-ka-ja-pi	COMPLETE	[(5054, True)]
da-ka-sa-na-ta	COMPLETE	[(4704, True)]
da-ko-ro	COMPLETE	[(4707, True), (4715, True), (4716, True)]
da-ko-ro-i	COMPLETE	[(5377, True)]
da-ko-so	COMPLETE	[(2681, True)]
da-ma	INCOMPLETE	[(1326, False), (3718, False), (5469, False)]
da-ma-o-te	INCOMPLETE	[(1239, False)]
da-ma-so	COMPLETE	[(5062, True)]
da-ma-te	COMPLETE	[(4933, True)]
da-mi	INCOMPLETE	[(741, False), (4229, False)]
da-mi-jo	COMPLETE	[(4824, True)]
da-mi-ni-ja	COMPLETE	[(4547, True), (4672, True)]
da-mi-ni-jo	MOSTLY_COMPLETE	[(672, False), (1232, True), (2941, True), (2984, True), (3138, True), (3139, True), (3140, True), (3257, True), (3258, True), (3259, True), (3327, True), (3328, True), (3329, True), (3330, True), (3337, True), (3341, True), (3347, True), (3372, True), (3529, True), (3538, True), (3555, True), (3618, True), (4721, False)]
da-mo	MOSTLY_COMPLETE	[(2129, False), (2682, False), (2779, True), (3909, True), (4788, True), (4790, True), (4791, True), (4796, True), (4797, True), (4798, True), (4807, False), (4814, False), (4816, True), (4827, True), (4834, True), (4840, True), (4853, False), (4858, True), (4860, True), (4861, True), (4863, False), (4866, True), (4876, True), (4880, True), (4882, True), (4885, True), (4886, True), (4890, True), (4891, True), (4893, True), (4894, False), (4895, False), (4896, True), (4897, True), (4898, True), (4902, False), (4903, True), (4904, False), (4905, True), (4906, True), (4907, False), (4912, False), (4916, True), (4917, True), (4918, True), (4920, True), (4921, False), (4948, False), (4949, True), (4950, False), (4951, True), (4953, True), (4954, True), (5385, True)]
da-mo-de-mi	COMPLETE	[(4953, True)]
da-mo-ko	INCOMPLETE	[(1501, False), (4457, False)]
da-mo-ko-ro	UNCERTAIN	[(2810, False), (2820, True), (5264, False), (5350, True)]
da-na	MOSTLY_INCOMPLETE	[(2677, False), (2835, True), (4250, False)]
da-na-jo	UNCERTAIN	[(701, False), (3099, True)]
da-na-ko	COMPLETE	[(4708, True)]
da-na-mo	COMPLETE	[(3875, True)]
da-na-pi	COMPLETE	[(72, True)]
da-na-ro	INCOMPLETE	[(3209, False)]
da-nu-wa-a-ri	INCOMPLETE	[(5155, False)]
da-nu-wo	COMPLETE	[(2776, True), (2779, True)]
da-nwa	UNCERTAIN	[(3801, False), (4195, True)]
da-nwa-re	INCOMPLETE	[(330, False), (3096, False)]
da-o-ta	COMPLETE	[(814, True)]
da-phu-ra-zo	COMPLETE	[(5628, True)]
da-phu-ri-to-jo	COMPLETE	[(124, True), (4196, True)]
da-pu	INCOMPLETE	[(1749, False)]
da-pu-ri-to	INCOMPLETE	[(957, False)]
da-qo-ta	COMPLETE	[(4727, True)]
da-ra	INCOMPLETE	[(1660, False), (2331, False)]
da-ra-ko	MOSTLY_COMPLETE	[(1429, True), (1430, False), (3064, True), (3204, True), (3226, True), (3309, True), (3600, False), (3689, True)]
da-ra-mu-ro	COMPLETE	[(3147, True)]
da-ro	INCOMPLETE	[(2669, False), (3305, False)]
da-ru-*56	COMPLETE	[(620, True)]
da-so	UNCERTAIN	[(5, False), (2779, True)]
da-so-de	INCOMPLETE	[(3958, False)]
da-so-mo	COMPLETE	[(5421, True)]
da-ta-ja-ro	COMPLETE	[(3225, True)]
da-ta-ra-mo	COMPLETE	[(3392, True)]
da-te	INCOMPLETE	[(889, False)]
da-te-ne-ja	COMPLETE	[(2654, True)]
da-te-wa	COMPLETE	[(667, True)]
da-te-we-ja	UNCERTAIN	[(2104, False), (2552, True), (2905, True), (4281, False), (4391, True)]
da-to-re-u	COMPLETE	[(4758, True)]
da-to-ro	COMPLETE	[(3312, True), (3553, True)]
da-u-da-ro	COMPLETE	[(4783, True)]
da-u-ta-ro	COMPLETE	[(3509, True), (5062, True)]
da-wa-no	COMPLETE	[(2678, True), (4138, True), (4479, True), (4485, True)]
da-we-ro	COMPLETE	[(2780, True)]
da-we-u-pi	COMPLETE	[(4766, True), (4777, True)]
da-wi	COMPLETE	[(3075, True)]
da-wi-ja	UNCERTAIN	[(210, True), (2572, True), (4380, False), (4422, False), (4456, True)]
da-wi-jo	MOSTLY_COMPLETE	[(2639, True), (2722, True), (4142, True), (4165, True), (4466, False)]
da-wo	MOSTLY_COMPLETE	[(65, True), (683, True), (734, False), (758, False), (1246, True), (1293, False), (1375, True), (1407, True), (1828, True), (1995, False), (2560, True), (2829, True), (2878, True), (2906, False), (2975, True), (2976, True), (2977, True), (3000, True), (3025, True), (3031, True), (3050, True), (3061, True), (3105, True), (3106, True), (3112, True), (3128, True), (3134, True), (3144, True), (3158, True), (3194, True), (3221, True), (3238, False), (3240, True), (3387, True), (3475, True), (3562, True), (3563, True), (3583, False), (3584, True), (3654, True), (3686, True), (3687, True), (3708, False), (3736, True), (3911, True), (4464, True)]
da-zo	COMPLETE	[(257, True), (2684, True)]
de	MOSTLY_INCOMPLETE	[(55, False), (1420, False), (1433, False), (1466, False), (1523, False), (1571, False), (1735, False), (1742, False), (2130, False), (2268, False), (2317, False), (2414, False), (2487, False), (2550, True), (2559, True), (2591, False), (2595, False), (2626, False), (2714, False), (3987, False), (3992, False), (4001, False), (4019, False), (4076, False), (4101, False), (4118, False), (4120, False), (4933, True), (5002, False), (5127, False), (5265, True), (5266, True), (5420, False), (5571, False)]
de-a	INCOMPLETE	[(1370, False)]
de-a-ta	INCOMPLETE	[(3160, False), (3263, False)]
de-de-me-na	COMPLETE	[(248, True), (271, True), (272, True)]
de-de-me-no	COMPLETE	[(5297, True), (5320, True)]
de-di-ku-ja	INCOMPLETE	[(2551, False)]
de-do-me-na	MOSTLY_COMPLETE	[(560, True), (569, True), (570, True), (606, False)]
de-do-wa-re-we	COMPLETE	[(4986, True)]
de-ka-sa-to	COMPLETE	[(3963, True), (4456, True)]
de-ke	INCOMPLETE	[(5555, False)]
de-ke-se-u	COMPLETE	[(3110, True), (3257, True)]
de-ki-si-wo	COMPLETE	[(2778, True), (4754, True)]
de-ki-si-wo-jo	COMPLETE	[(5407, True)]
de-ko-to	COMPLETE	[(4457, True), (4771, True)]
de-ko-to-jo	COMPLETE	[(5060, True)]
de-ku-tu-wo-ko	INCOMPLETE	[(5395, False)]
de-ma-si	UNCERTAIN	[(3948, True), (3998, False)]
de-me-o-te	COMPLETE	[(4698, True)]
de-mi-ni-ja	COMPLETE	[(2382, True), (5398, True), (5412, True)]
de-mi-ni-jo	COMPLETE	[(3997, True), (5444, True)]
de-mo-qe	COMPLETE	[(4749, True)]
de-ni-mo	COMPLETE	[(3151, True)]
de-ra	INCOMPLETE	[(4240, False)]
de-ra-wo	INCOMPLETE	[(4987, False)]
de-re-u-ko	COMPLETE	[(610, True)]
de-ro	INCOMPLETE	[(686, False)]
de-sa-to	INCOMPLETE	[(1491, False)]
de-so	INCOMPLETE	[(678, False), (5659, False), (5728, False)]
de-so-mo	MOSTLY_COMPLETE	[(253, True), (258, True), (5142, False)]
de-u	INCOMPLETE	[(2959, False), (4848, False)]
de-u-jo-i	COMPLETE	[(3947, True)]
de-u-ka-ri-jo	COMPLETE	[(4724, True)]
de-u-ke-ro	COMPLETE	[(598, True)]
de-u-ki-jo	INCOMPLETE	[(4034, False)]
de-u-ki-jo-jo	COMPLETE	[(4088, True)]
de-u-ki-jo-qe	COMPLETE	[(2316, True)]
de-wa-pi	INCOMPLETE	[(4228, False)]
de-we-ra	COMPLETE	[(3630, True)]
de-we-ro	COMPLETE	[(5058, True)]
de-we-ro-ai-ko-ra	INCOMPLETE	[(5430, False)]
de-we-ro-ai-ko-ra-i-ja	COMPLETE	[(5257, True)]
de-wi-jo	COMPLETE	[(4718, True), (4738, True)]
di	MOSTLY_COMPLETE	[(826, False), (949, True), (1016, False), (1111, False), (2498, True), (2554, True), (2556, True), (2558, True), (2559, True), (2560, False), (2562, True), (2563, True), (2564, True), (2566, True), (2567, True), (2586, True), (2591, True), (2593, True), (2594, True), (2595, False), (2613, False), (2622, False), (2627, True), (2652, True), (2658, False), (2661, False), (2662, True), (2757, True), (4723, False), (5063, False)]
di-*18	INCOMPLETE	[(1419, False)]
di-*65-pa-ta	COMPLETE	[(4464, True)]
di-*79-nu	INCOMPLETE	[(3620, False)]
di-da	INCOMPLETE	[(2577, False)]
di-da-ka	INCOMPLETE	[(2577, False)]
di-da-ka-re	UNCERTAIN	[(2573, True), (2575, True), (2576, False), (2600, True)]
di-da-ma-o	COMPLETE	[(5466, True)]
di-de	INCOMPLETE	[(2707, False)]
di-de-ro	UNCERTAIN	[(3442, False), (3623, True)]
di-do	INCOMPLETE	[(214, False)]
di-do-si	COMPLETE	[(5107, True)]
di-du-me	COMPLETE	[(4277, True)]
di-du-mo	UNCERTAIN	[(1314, False), (2361, True)]
di-jo	INCOMPLETE	[(1789, False)]
di-ka	INCOMPLETE	[(318, False), (937, False), (2516, False)]
di-ka-ta-de	UNCERTAIN	[(1488, False), (3914, True), (4019, False), (4091, True), (4127, True)]
di-ka-ta-jo	COMPLETE	[(4088, True)]
di-ka-ta-ro	UNCERTAIN	[(2668, False), (3206, True)]
di-ki	INCOMPLETE	[(1041, False), (3684, False)]
di-ki-mo	INCOMPLETE	[(1385, False)]
di-ki-nu-wo	COMPLETE	[(3621, True)]
di-ko-na-re-ja	COMPLETE	[(2423, True)]
di-ko-na-ro	COMPLETE	[(4725, True)]
di-ko-to	COMPLETE	[(2874, True)]
di-mi	INCOMPLETE	[(2663, False)]
di-mi-zo	INCOMPLETE	[(10, False)]
di-no-zo	COMPLETE	[(5650, True), (5651, True)]
di-nu-wa-ta	COMPLETE	[(5070, True)]
di-pa	COMPLETE	[(4230, True), (4239, True), (5344, True)]
di-pa-e	COMPLETE	[(5344, True)]
di-pa-te	INCOMPLETE	[(3917, False)]
di-pi-ja	COMPLETE	[(717, True)]
di-pi-si-je-wi-jo	COMPLETE	[(5019, True)]
